text,label
can you talk me through it?,generic
"if bill double-counted 8 toddlers, how many extra toddlers did he include that he shouldn't have?",probing
good!,generic
"seth, how far short of his goal did the pet store owner fall?",probing
what percentage did he actually sell of the 100 goal?,probing
"michael, how many blocks were in the tower before jess' father played?",probing
check what you wrote... how many blocks were in the tower before jess's father played.,probing
"you're on the right track. what does it mean that noah ""sold twice as much"" this month?",focus
that's not quite right. does it mean the amount of paintings or the amount of money?,probing
go back and read the question. how many students are there?,focus
"good. if there are 40 students as you said, how many are bringing their own life vests?",probing
"if the insurance pays for 90 of the certification, how much does alice have to pay for it out of pocket?",probing
"that's right. so for the certification, her out of pocket cost is 300. what are the other costs that alice has to pay?",probing
"double check your fractions. if 2 3 x 2 20, what is x?",probing
let's try it again. let's just focus on the left side of the equal sign. what is 2 3 x 2?,probing
"hi ronny, can you talk me through what the 90 is for?",probing
"yes, this is correct. however with a credit card and credit we add the amount to the card. it would be best to calculate each step.",telling
you are right as far as the 45 minutes then you have made a simple error could you please look again,focus
"no you did add the 30 and 15 to get 45 , the error is the next calculation",telling
please tell me about your thinking behind step 2x 8?,probing
"ah ok, then a small puzzle is 8. this should have then been x 3",telling
"could you please check that the figure you have for johns wife is correct ,",focus
"you were correct in 80 guests you d not need to add the 50 again, could you work on from there",telling
i think you may have got confused with the first step. 3 parts. tell me about your thinking?,probing
i can see what you were thinking. you were right until the final part of the 2400. what was the total number of turtles including both?,focus
"you are correct as far as the 245 total , could you please look again at the calculation you do next",focus
your total is 300 minus 245,telling
he has deleted these emails. he starts with 0.,telling
